Číslo přejezdu železniční	Název definičního úseku 	Žkm přejezdu	Přejezd s trolejovým vedením	Třída pozemní komunikace	Číslo pozemní komunikace	Místní název přejezdu	Zeměpisná šířka	Zeměpisná délka
P514	Čimelice - Mirovice	44,858	Ne	O			49° 30' 29.78096'' N	14° 02' 16.90318'' E	49.50827	14.03803
P515	Mirovice - Březnice	45,606	Ne	II.	175		49° 30' 43.50507'' N	14° 01' 46.22239'' E	49.51208	14.02951
P516	Mirovice - Březnice	45,785	Ne	I.	19		49° 30' 48.22000'' N	14° 01' 41.01906'' E	49.51339	14.02806
P517	Mirovice - Březnice	48,24	Ne	O			49° 31' 59.61530'' N	14° 01' 25.33800'' E	49.53323	14.02371
P518	Mirovice - Březnice	49,352	Ne	O			49° 32' 27.94791'' N	14° 00' 53.88578'' E	49.54110	14.01497
P519	Mirovice - Březnice	53,006	Ne	O			49° 33' 14.54874'' N	13° 58' 54.35549'' E	49.55404	13.98177
P520	Mirovice - Březnice	53,427	Ne	O			49° 33' 19.87708'' N	13° 58' 35.08264'' E	49.55552	13.97641
P521	Mirovice - Březnice	54,155	Ne	III.	416		49° 33' 25.14972'' N	13° 58' 00.18631'' E	49.55699	13.96672
P522	Březnice - Přední Poříčí	54,854	Ne	C			49° 33' 38.92080'' N	13° 57' 32.60748'' E	49.56081	13.95906
P523	Přední Poříčí - Tochovice	57,801	Ne	O		polní cesta nepoužív.,zarostlá	49° 34' 52.28706'' N	13° 57' 49.51682'' E	49.58119	13.96375
P524	Přední Poříčí - Tochovice	58,312	Ne	O		polní	49° 34' 58.24769'' N	13° 58' 13.04561'' E	49.58285	13.97029
P525	Přední Poříčí - Tochovice	58,926	Ne	II.	174	okr.silnice	49° 35' 05.93529'' N	13° 58' 41.42528'' E	49.58498	13.97817
P526	Přední Poříčí - Tochovice	59,503	Ne	III.	413	okresní silnice	49° 35' 15.50544'' N	13° 59' 06.17211'' E	49.58764	13.98505
P527	Tochovice - Milín	60,665	Ne	III.		okresní silnice	49° 35' 42.03839'' N	13° 59' 39.95627'' E	49.59501	13.99443
P528	Tochovice - Milín	61,071	Ne	III.	305	okr.silnice	49° 35' 55.16314'' N	13° 59' 40.07906'' E	49.59866	13.99447
P529	Tochovice - Milín	63,134	Ne	III.		okr.silnice	49° 36' 50.25849'' N	14° 00' 29.16702'' E	49.61396	14.00810
P530	Tochovice - Milín	64,081	Ne	O		polní	49° 37' 16.60410'' N	14° 00' 51.19338'' E	49.62128	14.01422
P531	Tochovice - Milín	65,94	Ne	II.	174	okresní silnice	49° 37' 55.50784'' N	14° 01' 34.02093'' E	49.63209	14.02612
P532	Milín - Příbram	67,908	Ne	O		K památníku Vojna	49° 38' 32.82541'' N	14° 00' 51.86467'' E	49.64245	14.01441
P533	Milín - Příbram	68,46	Ne	MK		obecní cesta	49° 38' 50.39487'' N	14° 00' 50.20721'' E	49.64733	14.01395
P534	Milín - Příbram	69,628	Ne	O		polní	49° 39' 24.92829'' N	14° 00' 41.08105'' E	49.65692	14.01141
P535	Milín - Příbram	70,049	Ne	O		polní	49° 39' 38.53815'' N	14° 00' 40.79919'' E	49.66071	14.01133
P536	žst. Příbram	73,15	Ne	II.	18	Mariánska ul.	49° 41' 05.32859'' N	14° 00' 19.02409'' E	49.68481	14.00528
P537	Příbram - KOVOHUTĚ Příbram	74,711	Ne	III.	11811	okr.silnice	49° 41' 51.69802'' N	14° 00' 05.30332'' E	49.69769	14.00147
P538	KOVOHUTĚ Příbram - Bratkovice	76,016	Ne	O		účelová	49° 42' 24.57715'' N	14° 00' 09.68475'' E	49.70683	14.00269
P539	KOVOHUTĚ Příbram - Bratkovice	77,037	Ne	III.	1185	okr.silnice	49° 42' 51.62050'' N	14° 00' 36.43758'' E	49.71434	14.01012
P540	KOVOHUTĚ Příbram - Bratkovice	77,633	Ne	O		polní	49° 43' 10.54848'' N	14° 00' 31.09684'' E	49.71960	14.00864
P541	KOVOHUTĚ Příbram - Bratkovice	77,842	Ne	O		mistní kom. (polní)	49° 43' 17.18578'' N	14° 00' 28.97487'' E	49.72144	14.00805
P542	KOVOHUTĚ Příbram - Bratkovice	78,42	Ne	O		polní	49° 43' 35.73893'' N	14° 00' 26.28797'' E	49.72659	14.00730
P543	žst. Bratkovice	79,835	Ne	III.	1186	okr.silnice	49° 44' 19.73639'' N	14° 00' 10.25645'' E	49.73882	14.00285
P544	Bratkovice - Jince	80,206	Ne	III.		okr.silnice	49° 44' 30.94070'' N	14° 00' 03.08605'' E	49.74193	14.00086
P545	Bratkovice - Jince	80,861	Ne	O		polní,	49° 44' 51.47869'' N	13° 59' 55.01042'' E	49.74763	13.99861
P546	Bratkovice - Jince	81,098	Ne	MK		obecní cesta	49° 44' 58.93039'' N	13° 59' 52.15045'' E	49.74970	13.99782
P547	Bratkovice - Jince	81,664	Ne	MK		přechod	49° 45' 16.45103'' N	13° 59' 56.65182'' E	49.75457	13.99907
P548	Bratkovice - Jince	82,756	Ne	O		u hlásky Čenkov	49° 45' 46.39121'' N	14° 00' 17.28601'' E	49.76289	14.00480
P549	Bratkovice - Jince	83,503	Ne	O		polní	49° 46' 09.74291'' N	14° 00' 19.08750'' E	49.76937	14.00530
P550	Bratkovice - Jince	84,542	Ne	MK		obecní cesta	49° 46' 39.47044'' N	14° 00' 01.50190'' E	49.77763	14.00042
P551	Jince - Lochovice	87,149	Ne	II.	115	okr.silnice	49° 47' 36.23671'' N	13° 58' 56.34635'' E	49.79340	13.98232
P552	Jince - Lochovice	87,595	Ne	O		polní	49° 47' 49.04608'' N	13° 58' 48.50349'' E	49.79696	13.98014
P553	Jince - Lochovice	89,017	Ne	O		polní	49° 48' 25.85463'' N	13° 58' 12.13883'' E	49.80718	13.97004
P554	Jince - Lochovice	89,192	Ne	O		polní	49° 48' 31.42201'' N	13° 58' 13.63088'' E	49.80873	13.97045
P555	Jince - Lochovice	90,065	Ne	O		polní	49° 48' 58.16031'' N	13° 58' 05.41627'' E	49.81616	13.96817
P556	Jince - Lochovice	91,874	Ne	O		polní	49° 49' 45.17220'' N	13° 58' 18.98013'' E	49.82921	13.97194
P557	Lochovice - Zdice	94,089	Ne	II.	114	souběh trati 0291, okr.silnice	49° 50' 55.29912'' N	13° 58' 28.98270'' E	49.84869	13.97472
P557	Neumětely - Lochovice	26,312	Ne	II.	114	souběh trati 0291, okr.silnice	49° 50' 55.29912'' N	13° 58' 28.98270'' E	49.84869	13.97472
P558	Neumětely - Lochovice	25,744	Ne	III.	1175	souběh trati 0291, okr.silnice	49° 51' 13.07087'' N	13° 58' 30.90012'' E	49.85363	13.97525
P558	Lochovice - Zdice	94,654	Ne	III.	1175	souběh trati 0291, okr.silnice	49° 51' 13.07087'' N	13° 58' 30.90012'' E	49.85363	13.97525
P559	Lochovice - Zdice	95,182	Ne	O		polní	49° 51' 27.49336'' N	13° 58' 44.99410'' E	49.85764	13.97917
P560	Lochovice - Zdice	95,831	Ne	O		polní	49° 51' 47.64439'' N	13° 58' 54.22610'' E	49.86323	13.98173
P561	Lochovice - Zdice	97,173	Ne	O		polní	49° 52' 23.93369'' N	13° 59' 30.08266'' E	49.87331	13.99169
P562	Lochovice - Zdice	97,397	Ne	II.	118	okr.silnice	49° 52' 30.94262'' N	13° 59' 31.25915'' E	49.87526	13.99202
P563	Lochovice - Zdice	98,094	Ne	O		polní	49° 52' 45.73673'' N	13° 59' 06.72070'' E	49.87937	13.98520
P564	Lochovice - Zdice	99,175	Ne	III.	1174	okr.silnice	49° 53' 11.10363'' N	13° 58' 32.79187'' E	49.88642	13.97578
P565	Lochovice - Zdice	99,937	Ne	O		polní	49° 53' 35.34782'' N	13° 58' 25.52669'' E	49.89315	13.97376
P566	Lochovice - Zdice	100,425	Ne	O		polní	49° 53' 51.08596'' N	13° 58' 25.61973'' E	49.89752	13.97378
P567	Lochovice - Zdice	101,264	Ne	O		polní	49° 54' 16.80438'' N	13° 58' 19.08700'' E	49.90467	13.97197
P568	Zadní Třebaň - Liteň	0,19	Ne	III.	11518	obecní cesta	49° 55' 07.16616'' N	14° 12' 20.89552'' E	49.91866	14.20580
P569	Zadní Třebaň - Liteň	0,387	Ne	MK		obecní cesta	49° 55' 03.93071'' N	14° 12' 29.54772'' E	49.91776	14.20821
P570	Zadní Třebaň - Liteň	0,684	Ne	MK		přechod	49° 54' 55.64007'' N	14° 12' 32.92112'' E	49.91546	14.20914
P571	Zadní Třebaň - Liteň	1,413	Ne	O		polní (zahrádky)	49° 54' 42.34061'' N	14° 12' 05.59606'' E	49.91176	14.20155
P572	Zadní Třebaň - Liteň	2,283	Ne	O		polní (zahrádky)	49° 54' 34.13898'' N	14° 11' 24.61113'' E	49.90948	14.19017
P573	Zadní Třebaň - Liteň	3,227	Ne	III.	11520	okr.silnice, zast. Běleč	49° 54' 34.92867'' N	14° 10' 39.74374'' E	49.90970	14.17771
P574	dD3 Liteň	4,888	Ne	O		polní (úvrať do Litně) 5,416	49° 54' 11.27480'' N	14° 09' 32.42856'' E	49.90313	14.15901
P575	Liteň - Skuhrov pod Brdy	5,937	Ne	III.	11517	okresní silnice III tř.	49° 54' 03.24941'' N	14° 09' 54.12327'' E	49.90090	14.16503
P576	Liteň - Skuhrov pod Brdy	6,317	Ne	III.	11525	okr.silnice	49° 53' 52.75869'' N	14° 09' 48.77324'' E	49.89799	14.16355
P577	Liteň - Skuhrov pod Brdy	7,871	Ne	III.	11524	okr.silnice	49° 53' 19.52141'' N	14° 08' 54.40479'' E	49.88876	14.14845
P578	Skuhrov pod Brdy - Všeradice	10,043	Ne	II.		obecní cesta	49° 52' 30.06645'' N	14° 07' 44.38433'' E	49.87502	14.12900
P580	Skuhrov pod Brdy - Všeradice	10,678	Ne	O		polní	49° 52' 18.55508'' N	14° 07' 18.63006'' E	49.87182	14.12184
P581	Skuhrov pod Brdy - Všeradice	11,248	Ne	III.	11536	okr.silnice	49° 52' 11.00204'' N	14° 06' 52.56689'' E	49.86972	14.11460
P582	Skuhrov pod Brdy - Všeradice	11,803	Ne	III.	11412	okr.silnice	49° 52' 03.37353'' N	14° 06' 27.48322'' E	49.86760	14.10763
P583	Všeradice - Hostomice pod Brdy	12,034	Ne	O		polní	49° 51' 58.86551'' N	14° 06' 18.25567'' E	49.86635	14.10507
P584	Všeradice - Hostomice pod Brdy	13,243	Ne	III.	11412	okr.silnice	49° 51' 25.55400'' N	14° 06' 01.54723'' E	49.85710	14.10043
P585	Všeradice - Hostomice pod Brdy	13,518	Ne	II.	115	zast.Vižina, okr.silnice	49° 51' 16.63715'' N	14° 06' 00.57244'' E	49.85462	14.10016
P586	Všeradice - Hostomice pod Brdy	14,588	Ne	O		polní	49° 50' 44.84198'' N	14° 05' 40.10002'' E	49.84579	14.09447
P587	Všeradice - Hostomice pod Brdy	15,339	Ne	O			49° 50' 24.97106'' N	14° 05' 18.83401'' E	49.84027	14.08857
P588	Všeradice - Hostomice pod Brdy	15,746	Ne	III.	11549	okr.silnice	49° 50' 15.18976'' N	14° 05' 05.26208'' E	49.83755	14.08480
P589	Všeradice - Hostomice pod Brdy	16,063	Ne	MK		přechod pro pěší	49° 50' 09.75686'' N	14° 04' 51.69573'' E	49.83604	14.08103
P590	Všeradice - Hostomice pod Brdy	16,65	Ne	O		polní	49° 49' 59.62145'' N	14° 04' 26.83087'' E	49.83323	14.07412
P591	Hostomice pod Brdy - Neumětely	18,815	Ne	II.	115	okr.silnice	49° 49' 52.70227'' N	14° 02' 45.53936'' E	49.83131	14.04598
P592	Hostomice pod Brdy - Neumětely	20,57	Ne	II.	114		49° 50' 09.71195'' N	14° 01' 25.64993'' E	49.83603	14.02379
P593	Hostomice pod Brdy - Neumětely	21,115	Ne	III.	3013	zastávka Radouš, okr.silnice	49° 50' 18.37888'' N	14° 01' 02.34684'' E	49.83844	14.01732
P594	Hostomice pod Brdy - Neumětely	21,824	Ne	O		polní	49° 50' 39.69036'' N	14° 00' 49.53996'' E	49.84436	14.01376
P595	Neumětely - Lochovice	22,511	Ne	II.	114	okr.silnice	49° 51' 01.37809'' N	14° 00' 42.56348'' E	49.85038	14.01182
P596	Neumětely - Lochovice	22,83	Ne	III.	11411	okr.silnice	49° 51' 10.04648'' N	14° 00' 34.47362'' E	49.85279	14.00958
P597	Neumětely - Lochovice	24,981	Ne	II.	118	okr.silnice	49° 51' 17.71568'' N	13° 59' 05.07162'' E	49.85492	13.98474
P598	Plzeň-Jižní Předměstí - Vejprnice	113,042	Ne	I.	26	Domažlická ulice	49° 44' 25.96965'' N	13° 20' 32.43606'' E	49.74055	13.34234
P599	Vejprnice - Nýřany	117,86	Ne	III.	2032	Vejprnice-Líně	49° 43' 40.77222'' N	13° 16' 43.82827'' E	49.72799	13.27884
P600	Vejprnice - Nýřany	120,593	Ne	C		Tlučná MK	49° 43' 27.73461'' N	13° 14' 29.81305'' E	49.72437	13.24161
P601	Vejprnice - Nýřany	120,627	Ne	III.	2033	Tlučná-Líně	49° 43' 27.41727'' N	13° 14' 28.27177'' E	49.72428	13.24119
P602	Vejprnice - Nýřany	122,022	Ne	MK		Tlučná-Nýřany	49° 43' 08.62791'' N	13° 13' 24.33377'' E	49.71906	13.22343
P603	žst. Nýřany	122,722	Ne	C		Nýřany-Myslinka	49° 42' 59.36375'' N	13° 12' 52.89369'' E	49.71649	13.21469
P603		0,485	ne	silnice II.tř.			49° 43' 0.231''N	13° 12' 53.071''E	49.71673	13.21474
P604	Nýřany - Chotěšov	123,613	Ne	II.	203	Nýřany-Blatnice	49° 42' 46.12585'' N	13° 12' 13.51206'' E	49.71281	13.20375
P606	Nýřany - Chotěšov	124,882	Ne	C		Uherce-pole	49° 42' 09.09449'' N	13° 11' 50.05058'' E	49.70253	13.19724
P607	Nýřany - Chotěšov	127,885	Ne	O		Zbůch - Týnec polní	49° 40' 47.42330'' N	13° 12' 59.89731'' E	49.67984	13.21664
P608	výh. Chotěšov	129,545	Ne	O		Chotěšov-Týnec	49° 40' 09.36187'' N	13° 12' 17.61242'' E	49.66927	13.20489
P609	žst. Stod	134,661	Ne	C		Stod - plz. zhlaví	49° 38' 31.10617'' N	13° 09' 28.53285'' E	49.64197	13.15793
P610	Stod - Holýšov	135,957	Ne	III.	19340	Stod-Hradec u Sto.	49° 38' 09.27187'' N	13° 08' 38.21232'' E	49.63591	13.14395
P611	Stod - Holýšov	136,464	Ne	O		polní	49° 38' 09.60125'' N	13° 08' 12.86609'' E	49.63600	13.13691
P612	Stod - Holýšov	137,473	Ne	III.	19340	Hradec u Stoda	49° 38' 10.58855'' N	13° 07' 23.20328'' E	49.63627	13.12311
P613	Stod - Holýšov	138,294	Ne	O		polní cesta	49° 37' 51.76424'' N	13° 06' 57.34563'' E	49.63105	13.11593
P615	Stod - Holýšov	141,403	Ne	C		do průmyslové zóny	49° 36' 26.68688'' N	13° 06' 11.25805'' E	49.60741	13.10313
P616	Holýšov - Staňkov	142,861	Ne	I.	26	I.tř. č.26 Plzeň-Domažlice	49° 35' 39.76647'' N	13° 06' 02.73558'' E	49.59438	13.10076
P617	Holýšov - Staňkov	142,949	Ne	MK		přechod pro pěší	49° 35' 37.02433'' N	13° 06' 02.18269'' E	49.59362	13.10061
P618	Holýšov - Staňkov	147,999	Ne	III.	1851	Staňkov-H.Kamen.	49° 33' 11.86351'' N	13° 04' 41.95325'' E	49.55330	13.07832
P619	Holýšov - Staňkov	148,28	Ne	III.	18323	Staňkov-Krchleby	49° 33' 03.24152'' N	13° 04' 37.37328'' E	49.55090	13.07705
P620	Holýšov - Staňkov	148,471	Ne	C		u nádraží	49° 32' 57.83855'' N	13° 04' 32.87801'' E	49.54940	13.07580
P621	žst. Staňkov	150,637	Ne	III.	1853	Staňkov-Osvračín	49° 32' 07.76570'' N	13° 03' 21.46875'' E	49.53549	13.05596
P622	Staňkov - Blížejov	153,067	Ne	O		Osvračín - pole	49° 31' 00.46296'' N	13° 02' 30.19129'' E	49.51680	13.04172
P623	Staňkov - Blížejov	155,006	Ne	C		Chotiměř-Chotiměř	49° 30' 25.77881'' N	13° 01' 11.58437'' E	49.50716	13.01988
P624	žst. Blížejov	156,256	Ne	O		Přívozec-pole	49° 30' 12.13609'' N	13° 00' 14.04288'' E	49.50337	13.00390
P625	Blížejov - Radonice	157,259	Ne	III.	18310	Blížejov-Přívozec	49° 29' 58.16524'' N	12° 59' 31.62992'' E	49.49949	12.99212
P626	Blížejov - Radonice	158,84	Ne	III.	1831	Nahošice-Blížejov	49° 29' 12.00602'' N	12° 59' 12.18322'' E	49.48667	12.98672
P627	Blížejov - Radonice	159,074	Ne	O		polní cesta IV. tř.	49° 29' 05.63057'' N	12° 59' 18.39882'' E	49.48490	12.98844
P628	Blížejov - Radonice	160,231	Ne	O		Milavče-pole	49° 28' 31.45468'' N	12° 59' 00.79621'' E	49.47540	12.98355
P629	Blížejov - Radonice	160,941	Ne	III.	1831	Milavče-Nahošice	49° 28' 10.06295'' N	12° 58' 57.96324'' E	49.46946	12.98277
P630	Blížejov - Radonice	161,291	Ne	III.	1832	Milavče-Božkov	49° 27' 59.82875'' N	12° 59' 05.20858'' E	49.46662	12.98478
P631	Radonice - Domažlice	162,61	Ne	II.	183	Milavče-Radonice	49° 27' 23.83127'' N	12° 59' 37.31339'' E	49.45662	12.99370
P632	Radonice - Domažlice	166,435	Ne	III.	1839	Domažlice-Bořice	49° 25' 49.49666'' N	12° 57' 49.01480'' E	49.43042	12.96362
P633	Radonice - Domažlice	166,995	Ne	I.	22	Domažlice-Klatovy	49° 25' 51.27088'' N	12° 57' 22.91352'' E	49.43091	12.95636
P634	Domažlice - Domažlice-Pasečnice	168,871	Ne	C		Domažlice-Domažlice MK	49° 26' 13.17871'' N	12° 55' 57.42266'' E	49.43699	12.93262
P635	Domažlice - Domažlice-Pasečnice	169,467	Ne	III.		Domažlice-Tlumačov	49° 26' 08.26851'' N	12° 55' 29.16621'' E	49.43563	12.92477
P636	Domažlice - Domažlice-Pasečnice	169,869	Ne	C		obec - zahrádky	49° 26' 04.79651'' N	12° 55' 10.10949'' E	49.43467	12.91947
P637	Domažlice - Domažlice-Pasečnice	171,316	Ne	O		les - les	49° 25' 52.58987'' N	12° 54' 01.36846'' E	49.43127	12.90038
P638	Domažlice - Domažlice-Pasečnice	171,661	Ne	O		Domažlice-pole	49° 25' 51.24157'' N	12° 53' 44.51163'' E	49.43090	12.89570
P639	Domažlice - Domažlice-Pasečnice	172,653	Ne	O		lesní cesta	49° 25' 29.40614'' N	12° 53' 13.03913'' E	49.42484	12.88696
P640	Domažlice-Pasečnice - Česká Kubice	176,206	Ne	C		Babylon / Pasečnice	49° 23' 55.99772'' N	12° 52' 08.40846'' E	49.39889	12.86900
P641	Domažlice-Pasečnice - Česká Kubice	177,527	Ne	O		(Babylon)les-les(Pasečnice)	49° 23' 16.65598'' N	12° 52' 14.91651'' E	49.38796	12.87081
P642	Česká Kubice - Česká Kubice st.hr.	180,097	Ne	O		polní - Č.Kubice, u BOBRA	49° 21' 59.61304'' N	12° 52' 09.60967'' E	49.36656	12.86934
P643	Česká Kubice - Česká Kubice st.hr.	180,64	Ne	C		Česká Kubice - Spálenec	49° 21' 43.48541'' N	12° 52' 17.79583'' E	49.36208	12.87161
P644	Nýřany - Heřmanova Huť	0,638	Ne	O		Nýřany - U meilleru	49° 43' 01.16692'' N	13° 12' 03.11484'' E	49.71699	13.20087
P645	Nýřany - Heřmanova Huť	1,196	Ne	O		Nýřany	49° 43' 01.68238'' N	13° 11' 34.55323'' E	49.71713	13.19293
P646	Nýřany - Heřmanova Huť	1,362	Ne	C		Nýřany	49° 43' 01.68950'' N	13° 11' 26.77241'' E	49.71714	13.19077
P647	Nýřany - Heřmanova Huť	1,856	Ne	III.	2034	Nýřany - Kamenný Újezd	49° 43' 02.19422'' N	13° 11' 02.05170'' E	49.71728	13.18390
P648	Nýřany - Heřmanova Huť	2,802	Ne	H		Nýřany	49° 43' 19.00310'' N	13° 10' 26.16745'' E	49.72195	13.17394
P649	Nýřany - Heřmanova Huť	3,612	Ne	O		Blatnice	49° 43' 22.81682'' N	13° 09' 49.08376'' E	49.72300	13.16363
P650	Nýřany - Heřmanova Huť	3,982	Ne	C		Blatnice	49° 43' 23.14515'' N	13° 09' 30.81703'' E	49.72310	13.15856
P651	Nýřany - Heřmanova Huť	4,056	Ne	III.	2035	Blatnice	49° 43' 23.24126'' N	13° 09' 27.20690'' E	49.72312	13.15756
P652	Nýřany - Heřmanova Huť	4,586	Ne	C		Blatnice	49° 43' 28.25437'' N	13° 09' 02.11075'' E	49.72452	13.15059
P653	Nýřany - Heřmanova Huť	5,254	Ne	C		Rochlov zastávka	49° 43' 26.90790'' N	13° 08' 28.83296'' E	49.72414	13.14134
P654	Nýřany - Heřmanova Huť	6,5	Ne	O		Přehýšov - zastávka	49° 43' 23.75940'' N	13° 07' 25.31691'' E	49.72327	13.12370
P655	Nýřany - Heřmanova Huť	7,825	Ne	O		Heřmanova Huť v polích	49° 43' 02.92624'' N	13° 06' 32.66296'' E	49.71748	13.10907
P656	Nýřany - Heřmanova Huť	8,383	Ne	H		Heř.Huť u samoty	49° 43' 00.05846'' N	13° 06' 05.21012'' E	49.71668	13.10145
P657	Nýřany - Heřmanova Huť	8,985	Ne	C		Heř.Huť u statku	49° 42' 50.23444'' N	13° 05' 39.93382'' E	49.71395	13.09443
P658	Nýřany - Heřmanova Huť	9,139	Ne	C		Heř.Huť MK	49° 42' 46.97843'' N	13° 05' 33.64312'' E	49.71305	13.09268
P659	Nýřany - Heřmanova Huť	9,426	Ne	III.	20312	Heř.Huť státní	49° 42' 40.79465'' N	13° 05' 22.04437'' E	49.71133	13.08946
P660	dD3 Heřmanova Huť	9,616	Ne	MK		Heř.Huť - přechod	49° 42' 37.49892'' N	13° 05' 13.74313'' E	49.71042	13.08715
P662	Staňkov - Křenovy	1,065	Ne	O		Vránov	49° 32' 05.25660'' N	13° 02' 26.54711'' E	49.53479	13.04071
P664	Křenovy - Horšovský Týn	2,272	Ne	C		Křenovy	49° 32' 07.19629'' N	13° 01' 27.13121'' E	49.53533	13.02420
P665	Křenovy - Horšovský Týn	2,484	Ne	O		Křenovy	49° 32' 05.22158'' N	13° 01' 17.08520'' E	49.53478	13.02141
P666	Křenovy - Horšovský Týn	3,292	Ne	3L		v lese	49° 31' 51.24200'' N	13° 00' 44.76140'' E	49.53090	13.01243
P667	Křenovy - Horšovský Týn	3,703	Ne	3L		na kraji lesa	49° 31' 47.56311'' N	13° 00' 27.02285'' E	49.52988	13.00751
P668	Křenovy - Horšovský Týn	4,295	Ne	O		Semošice Peřina	49° 31' 49.84349'' N	12° 59' 58.03148'' E	49.53051	12.99945
P669	Křenovy - Horšovský Týn	4,643	Ne	O		Peřina, cesta - pole	49° 31' 51.80456'' N	12° 59' 40.99639'' E	49.53106	12.99472
P670	Křenovy - Horšovský Týn	5,626	Ne	C		Semošice směr Peřina louka-les	49° 32' 05.21596'' N	12° 58' 57.53367'' E	49.53478	12.98265
P672	Křenovy - Horšovský Týn	7,474	Ne	O		H.Týn - polní cesta	49° 31' 51.57223'' N	12° 57' 32.98185'' E	49.53099	12.95916
P673	Křenovy - Horšovský Týn	8,288	Ne	C		H.Týn - Járy Cimrmana	49° 31' 38.89232'' N	12° 57' 02.97754'' E	49.52747	12.95083
P674	Křenovy - Horšovský Týn	8,641	Ne	C		ulice Dvořákova	49° 31' 32.25016'' N	12° 56' 49.98813'' E	49.52563	12.94722
P675	Křenovy - Horšovský Týn	8,853	Ne	II.	193	II/193	49° 31' 30.62712'' N	12° 56' 39.60884'' E	49.52517	12.94434
P676	Křenovy - Horšovský Týn	9,094	Ne	C		U hřbitova	49° 31' 28.86251'' N	12° 56' 27.85450'' E	49.52468	12.94107
P677	žst. Horšovský Týn	9,428	Ne	C		Hor.Týn - nádraží	49° 31' 27.31972'' N	12° 56' 11.56636'' E	49.52426	12.93655
P678	Horšovský Týn - Meclov	10,231	Ne	C		Horš.Týn bývalá st.sil.I/26	49° 31' 22.56071'' N	12° 55' 33.25533'' E	49.52293	12.92590
P679	Horšovský Týn - Meclov	10,321	Ne	O		Hor.Týn MK /cesta-pole	49° 31' 22.91873'' N	12° 55' 29.09096'' E	49.52303	12.92475
P680	Horšovský Týn - Meclov	10,457	Ne	C		Hor.Týn MK - Sv. Anna	49° 31' 21.57012'' N	12° 55' 22.67297'' E	49.52266	12.92296
P681	Horšovský Týn - Meclov	11,967	Ne	O		Mašovice pole - pole	49° 31' 09.89285'' N	12° 54' 13.52703'' E	49.51941	12.90376
P683	Horšovský Týn - Meclov	14,031	Ne	III.	1962	Meclov III.tř 1962	49° 30' 42.87636'' N	12° 52' 43.86402'' E	49.51191	12.87885
P684	Horšovský Týn - Meclov	14,209	Ne	C		před Meclovem u ZD	49° 30' 38.97743'' N	12° 52' 37.21415'' E	49.51083	12.87700
P685	Meclov - Poběžovice	16,451	Ne	3L		zastávka Ohnišťovice	49° 30' 47.31018'' N	12° 50' 56.87879'' E	49.51314	12.84913
P686	Meclov - Poběžovice	17,753	Ne	III.	1961	Zámělič st.sil./zastávka	49° 30' 58.28429'' N	12° 49' 59.27586'' E	49.51619	12.83313
P687	Havlovice - Trhanov	6,24	Ne	I.	26	zast. Havlovice st.sil. I./26	49° 24' 59.69087'' N	12° 52' 24.05002'' E	49.41658	12.87335
P688	Havlovice - Trhanov	7,304	Ne	C		Újezd - Pila MK	49° 24' 51.90508'' N	12° 51' 33.90356'' E	49.41442	12.85942
P689	Havlovice - Trhanov	7,971	Ne	MK		Újezd Pila / pole-pole	49° 24' 55.37453'' N	12° 51' 02.26468'' E	49.41538	12.85063
P690	Havlovice - Trhanov	8,593	Ne	C		Trhanov-hřbitov	49° 25' 01.74043'' N	12° 50' 34.23771'' E	49.41715	12.84284
P691	Havlovice - Trhanov	8,75	Ne	III.	19527	Trhanov-Chodov-Pec st.sil.	49° 25' 04.86914'' N	12° 50' 28.70174'' E	49.41802	12.84131
P692	Havlovice - Trhanov	8,956	Ne	III.	19526	Chodov-Trhanov st.sil.	49° 25' 10.55578'' N	12° 50' 23.49588'' E	49.41960	12.83986
P693	nz. Trhanov	9,259	Ne	C		Trhanov pila - pila	49° 25' 18.62366'' N	12° 50' 16.60309'' E	49.42184	12.83795
P694	Trhanov - Klenčí pod Čerchovem	9,44	Ne	H		Chodov - pole	49° 25' 21.41980'' N	12° 50' 08.18301'' E	49.42262	12.83561
P695	Trhanov - Klenčí pod Čerchovem	11,495	Ne	II.	189	Klenčí st.sil. II.tř.	49° 26' 17.77160'' N	12° 49' 23.81133'' E	49.43827	12.82328
P696	Klenčí pod Čerchovem - Postřekov	11,901	Ne	O		Klenčí MK	49° 26' 28.13641'' N	12° 49' 11.27442'' E	49.44115	12.81980
P697	Klenčí pod Čerchovem - Postřekov	13,723	Ne	H		Postřekov MK polní	49° 27' 20.62913'' N	12° 49' 00.09106'' E	49.45573	12.81669
P698	nz. Postřekov	13,997	Ne	H		Postřekov MK	49° 27' 28.89820'' N	12° 48' 55.45265'' E	49.45803	12.81540
P699	Postřekov - Nový Kramolín	14,291	Ne	II.	195	Postřekov státní silnice	49° 27' 37.63681'' N	12° 48' 49.34113'' E	49.46045	12.81371
P700	Postřekov - Nový Kramolín	15,107	Ne	V		Postřekov MK /pole-pole	49° 28' 02.93417'' N	12° 48' 42.34272'' E	49.46748	12.81176
P701	Postřekov - Nový Kramolín	16,168	Ne	II.	195	Nový Kramolín st.sil.	49° 28' 36.52960'' N	12° 48' 46.74026'' E	49.47681	12.81298
P702	Nový Kramolín - Poběžovice	17,432	Ne	C		VLKANOV MK	49° 29' 11.24984'' N	12° 48' 51.87018'' E	49.48646	12.81441
